keys,en,ar,bg,cs,da,de,el,es,es-419,fi,fr,hu,id,it,ja,ko,nl,no,pl,pt,pt-BR,ro,ru,sk,sv,th,tr,uk,vi,zh-CN,zh-TW
Text/339/text,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.,The nation of Spud endures. [color=DARK_VIOLET]Root Reserve[/color] flows. The cycle of consumption continues.
Text/33a/text,"But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color].","But somewhere, in the cracks of the wall, [color=CHARTREUSE]something new is growing[/color]."
Text/33b/text,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].,Whether you'll be part of it... [color=YELLOW]that story is yet to be written[/color].
Choice/30a/disabled_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choice/30b/disabled_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choice/315/disabled_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choice/316/disabled_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choice/32d/disabled_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choice/32e/disabled_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Choice/32f/disabled_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
